codeexterne,type_organisme,abreviation,denomination_sociale,denomination_commerciale,numeroidentification,localisation_potentielle,intitule,duree,qualifiante,certifiante,public,condition_specifique,session_codeexterne,session_datedebut,session_datefin,session_continue,sheet,in_scope
0461051094-25069,Enseignement pour Adultes,,"Centre d'Enseignement Saint - Laurent, Liège",,461051094,Liège,ameublement actualisation carton et tapisserie,120 Heures,OUI,NON,chercheur d emploi,,,,,,Feuil1,in
0461051094-25072,Enseignement pour Adultes,,"Centre d'Enseignement Saint - Laurent, Liège",,461051094,Liège,ameublement abat jour,120 Heures,OUI,NON,chercheur d emploi,,,,,,Feuil1,in
0461051094-25075,Enseignement pour Adultes,,"Centre d'Enseignement Saint - Laurent, Liège",,461051094,Liège,ameublement garnissage de sieges,240 Heures,OUI,NON,chercheur d emploi,,,,,,Feuil1,in
0461051094-25078,Enseignement pour Adultes,,"Centre d'Enseignement Saint - Laurent, Liège",,461051094,Liège,ameublement broderie main,120 Heures,OUI,NON,chercheur d emploi,,,,,,Feuil1,out
0461051094-27060,Enseignement pour Adultes,,"Centre d'Enseignement Saint - Laurent, Liège",,461051094,Liège,dessin assiste par ordinateur 2 dimensions dao 2d autocad,1 Années,NON,OUI,chercheur d emploi,,,,,,Feuil1,in
0461051094-27061,Enseignement pour Adultes,,"Centre d'Enseignement Saint - Laurent, Liège",,461051094,Liège,dessin assiste par ordinateur en 3 dimensions dao 3d inventor,6 Mois,NON,OUI,chercheur d emploi,,,,,,Feuil1,in
0461051094-33200,Enseignement pour Adultes,,"Centre d'Enseignement Saint - Laurent, Liège",,461051094,Liège,wordpress creation de sites web,3 Mois,NON,OUI,chercheur d emploi,,,,,,Feuil1,in
0461051094-33361,Enseignement pour Adultes,,"Centre d'Enseignement Saint - Laurent, Liège",,461051094,Liège,dessin vectoriel illustrator,3 Mois,NON,OUI,chercheur d emploi,,,,,,Feuil1,in
0461051094-57624,Enseignement pour Adultes,,"Centre d'Enseignement Saint - Laurent, Liège",,461051094,Liège,bachelier en informatique orientation intelligence artificielle bacheliere en informatique orientation intelligence artificielle,3 Années,OUI,NON,chercheur d emploi,,,,,,Feuil1,in
0461051094-57625,Enseignement pour Adultes,,"Centre d'Enseignement Saint - Laurent, Liège",,461051094,Liège,brevet d enseignement superieur de webdeveloper,2 Années,OUI,NON,chercheur d emploi,,,,,,Feuil1,in
0461051094-57626,Enseignement pour Adultes,,"Centre d'Enseignement Saint - Laurent, Liège",,461051094,Liège,technicien en informatique technicienne en informatique,1 Années,OUI,NON,chercheur d emploi,,,,,,Feuil1,in
0474324852-56798,CISP DéFI Centre d'insertion socioprofessionnelle,,Le Monde des Possibles,,474324852,Liège,digistart,40 Heures,NON,OUI,chercheur d emploi,,,,,,Feuil1,in
0474324852-57429,CISP DéFI Centre d'insertion socioprofessionnelle,,Le Monde des Possibles,,474324852,Liège,digistart,48 Heures,NON,OUI,chercheur d emploi,,,,,,Feuil1,in
0476285440-12158,CISP DéFI Centre d'insertion socioprofessionnelle,,ENAIP EN PAYS DE LIEGE,,476285440,Liège,bureautique,612 Heures,OUI,NON,chercheur d emploi,,,,,,Feuil1,in
0476285440-12159,CISP DéFI Centre d'insertion socioprofessionnelle,,ENAIP EN PAYS DE LIEGE,,476285440,Liège,infographie techniques informatiques des arts de la communication visuelle,720 Heures,OUI,NON,chercheur d emploi,,,,,,Feuil1,in
0476285440-56221,CISP DéFI Centre d'insertion socioprofessionnelle,,ENAIP EN PAYS DE LIEGE,,476285440,Liège,digistart,60 Heures,NON,OUI,chercheur d emploi,,,,,,Feuil1,in
0476800233-56625,CISP DéFI Centre d'insertion socioprofessionnelle,,CENTRE interculturel agora,,476800233,Liège,digistart,80 Heures,NON,OUI,chercheur d emploi,,,,,,Feuil1,in
0505755624-56275,Organisme privé de formation (associatif),,ASSOCIATION JEUNESSE SOLIDARITE TAL-LAFI  - BELGIQUE,,505755624,Liège,digistart,40 Jours,NON,OUI,chercheur d emploi,,,,,,Feuil1,in
0661888903-46950,Enseignement pour Adultes,,Institut de Techniques Artisanales  ITA,,661888903,Liège,habillement du logis,240 Heures,OUI,NON,chercheur d emploi,,,,,,Feuil1,in
0664802168-46753,Organisme privé de formation (associatif),,BeCode,,664802168,Liège,ai data operator,7 Mois,NON,OUI,chercheur d emploi,,,,,,Feuil1,in
0807970507-18635,Université,,Université de Liège - Communauté française,,807970507,Liège,formation en education et communication pour la transition sociale ecologique et la sante pour tous,30 Semaines,OUI,OUI,chercheur d emploi,,,,,,Feuil1,in
0864127072-57165,CISP DéFI Centre d'insertion socioprofessionnelle,,Mode d'Emploi,,864127072,Liège,digistart,80 Heures,NON,OUI,chercheur d emploi,,,,,,Feuil1,in
1115-0001-0006,Cheque-formation,,CréaPME,,823471008,Liège,facebook fad,7 Heures,NON,NON,travailleur,"- Avoir un profil et une page Facebook_x000D_
_x000D_
Formation exclusivement réservée : _x000D_
_x000D_
- Aux entrepreneur, créateur de startup, indépendant ou futur indépendant (à titre principal ou complémentaire), gestionnaire de projet_x000D_
_x000D_
Sont exclus :_x000D_


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public",,,,,Feuil1,in
1115-0001-0007,Cheque-formation,,CréaPME,,823471008,Liège,linkedin fad,4 Heures,NON,NON,travailleur,"Formation exclusivement réservée : _x000D_
_x000D_
- A toute personne (chefs d’entreprises, cadres, employés, gestionnaire des réseaux sociaux)_x000D_
_x000D_
Sont exclus :_x000D_


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public",,,,,Feuil1,in
1115-0001-0010,Cheque-formation,,CréaPME,,823471008,Liège,networking comment creer et gerer son reseau professionnel fad,14 Heures,NON,NON,travailleur,"Formation exclusivement réservée :_x000D_
_x000D_
- Aux entrepreneur, créateur de startup, indépendant ou futur indépendant (à titre principal ou complémentaire), gestionnaire de projet_x000D_
_x000D_
Sont exclus :_x000D_


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public",,,,,Feuil1,in
1115-0001-0015,Cheque-formation,,CréaPME,,823471008,Liège,les bases du copywriting fad,7 Heures,NON,NON,travailleur,"Formation exclusivement réservée :_x000D_
_x000D_
- A toute personne (chefs d’entreprises, cadres, employés, gestionnaires d’équipe) qui souhaite développer ses capacités de rédaction._x000D_
_x000D_
Sont exclus :_x000D_


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public",,,,,Feuil1,in
1115-0001-0016,Cheque-formation,,CréaPME,,823471008,Liège,tiktok fad,4 Heures,NON,NON,travailleur,"Formation exclusivement réservée : _x000D_
_x000D_
- A toute personne (chefs d’entreprises, cadres, employés, gestionnaire des réseaux sociaux)_x000D_
_x000D_
Sont exclus :_x000D_


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public",,,,,Feuil1,in
1115-0001-0017,Cheque-formation,,CréaPME,,823471008,Liège,realiser un montage video,7 Heures,NON,NON,travailleur,"Formation exclusivement réservée : _x000D_
_x000D_
- A toute personne (chefs d’entreprises, cadres, employés, gestionnaire des réseaux sociaux)_x000D_
_x000D_
Sont exclus :_x000D_


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public",,,,,Feuil1,in
1115-0001-0018,Cheque-formation,,CréaPME,,823471008,Liège,instagram fad,7 Heures,NON,NON,travailleur,"- Avoir créé un compte_x000D_
_x000D_
Formation exclusivement réservée : _x000D_
_x000D_
- A toute personne (chefs d’entreprises, cadres, employés, gestionnaire des réseaux sociaux)_x000D_
_x000D_
Sont exclus :_x000D_


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public",,,,,Feuil1,in
1115-0001-0019,Cheque-formation,,CréaPME,,823471008,Liège,la fiche google my business fad,4 Heures,NON,NON,travailleur,"Formation exclusivement réservée : _x000D_
_x000D_
- A toute personne (chefs d’entreprises, cadres, employés, gestionnaire des réseaux sociaux)_x000D_
_x000D_
Sont exclus :_x000D_


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public",,,,,Feuil1,in
1115-0001-0020,Cheque-formation,,CréaPME,,823471008,Liège,la suite metabusiness fad,4 Heures,NON,NON,travailleur,"- Avoir une page Facebook et un compte professionnel Instagram_x000D_
_x000D_
Formation exclusivement réservée :_x000D_
_x000D_
- A toute personne (chefs d’entreprises, cadres, employés, gestionnaire des réseaux sociaux)_x000D_
_x000D_
Sont exclus :_x000D_


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public",,,,,Feuil1,in
1115-0001-0021,Cheque-formation,,CréaPME,,823471008,Liège,mettre en place sa strategie digitale fad,14 Heures,NON,NON,travailleur,"- Pour profiter pleinement de cette formation, il est préférable d'avoir au moins un_x000D_
compte actif sur un réseau social et de l'utiliser régulièrement._x000D_
_x000D_
Formation exclusivement réservée :_x000D_
_x000D_
- A  toute personne (chefs d’entreprises, cadres, employés, gestionnaire des réseaux sociaux)_x000D_
_x000D_
Sont exclus :_x000D_


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public",,,,,Feuil1,in
1115-0001-0022,Cheque-formation,,CréaPME,,823471008,Liège,7 jours pour developper sa strategie digitale,49 Heures,NON,NON,travailleur,"- Pour profiter pleinement de cette formation, il est préférable d'avoir au moins un_x000D_
compte actif sur un réseau social et de l'utiliser régulièrement._x000D_
_x000D_
Formation exclusivement réservée :_x000D_
_x000D_
- A toute personne (chefs d’entreprises, cadres, employés, gestionnaire des réseaux sociaux)_x000D_
_x000D_
Sont exclus :_x000D_


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public",,,,,Feuil1,in
4102TFIT09,CDC ASBL,FOREM,Office wallon de la Formation professionnelle et de l'Emploi,,236363165,Liège,motion designer,6 Mois,OUI,NON,chercheur d emploi,,,,,,Feuil1,in
4102TFIT12,CDC ASBL,FOREM,Office wallon de la Formation professionnelle et de l'Emploi,,236363165,Liège,e secretaire,6 Mois,OUI,NON,chercheur d emploi,,,,,,Feuil1,in
INGRXR,FOREM Office wallon de la formation professionnelle et de l'emploi,FOREM,Office wallon de la Formation professionnelle et de l'Emploi,,236363165,Liège,concepteur conceptrice de contenus de realite etendue xr,720 Heures,OUI,NON,chercheur d emploi,,,,,,Feuil1,in
0812-0001-0055,Cheque-formation,,GLOBAL KNOWLEDGE BELGIUM,,879699532,Malines,citrix virtual apps desktop 7 administration avancee fad,35 Heures,NON,NON,travailleur,"- Avoir suivi la formation CWS-215 Citrix Virtual Apps et Desktop 7 ou posséder les connaissances équivalentes._x000D_
_x000D_
Formation exclusivement réservée aux : _x000D_
_x000D_
- Professionnels de l'informatique expérimentés familiarisés avec Citrix Virtual Apps et Desktops 7 dans un environnement local ou Citrix Cloud cherchant à développer leurs compétences en Citrix Virtual Apps and Desktops à un niveau avancé. Elle s’adresse également aux administrateurs ou ingénieurs responsables des applications Citrix Apps et Desktop 7._x000D_
_x000D_
Sont exclus : _x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0812-0001-0056,Cheque-formation,,GLOBAL KNOWLEDGE BELGIUM,,879699532,Malines,citrix virtual apps desktop 7 administration on premises and in citrix cloud fad,35 Heures,NON,NON,travailleur,"- Avoir des connaissances de base sur l'Active Directory, le stockage Windows et les réseaux._x000D_
_x000D_
Formation exclusivement réservée aux : _x000D_
_x000D_
- Professionnels IT, aux administrateurs ou ingénieurs responsables de l'espace de travail, des utilisateurs finaux et du maintien de la performance et de la ""bonne santé"" de la solution._x000D_
_x000D_
Sont exclus : _x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0812-0001-0057,Cheque-formation,,GLOBAL KNOWLEDGE BELGIUM,,879699532,Malines,microsoft 365 gestion des identites et des services fad,35 Heures,NON,NON,travailleur,"Les participants doivent commencer ce cours avec les compétences suivantes :_x000D_
_x000D_
- Compétences avérées dans le domaine des réseaux informatiques et des concepts de matériel._x000D_
- Expérience de l'administration du système d'exploitation Windows Server._x000D_
- Expérience dans l’administration de l’annuaire Active Directory._x000D_
- Expérience ou connaissances dans l’administration des services DNS et de la PKI_x000D_
- Expérience de base sur l’utilisation de PowerShell_x000D_
- Expérience autour de Exchange (sur site ou Online), Lync ou Skype (sur site ou Online), Teams et SharePoint (sur site ou Online)_x000D_
- Avoir suivi les cours des séries MS-20x, MS-30x et MS-500 ou disposé des connaissances équivalentes_x000D_
_x000D_
Formation exclusivement réservée à : _x000D_
_x000D_
- Toutes personnes souhaitant déployer et administrer au quotidien les services Microsoft 365 ou souhaitant devenir Microsoft 365 Certified Enterprise Administrator Expert_x000D_
_x000D_
_x000D_
Sont exclus : _x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
