codeexterne;type_organisme;abreviation;denomination_sociale;denomination_commerciale;numeroidentification;localisation_potentielle;intitule;duree;Courte;moyenne;longue;qualifiante;certifiante;public;condition_specifique
0462257260-21703;Enseignement pour Adultes;E.P.S.E.;Enseignement de Promotion sociale d'Enghien;;462257260;Enghien;Bachelier en Techniques Graphiques - Orientation Techniques Infographiques / Bachelière en Techniques Graphiques - Orientation Techniques Infographiques ;2200 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
2234113007-20497;Enseignement pour Adultes;;;Institut Provincial d'enseignement supérieur de promotion sociale - Henri La Fontaine;2234113007;Mons;Bachelier en Techniques Graphiques - Orientation Techniques Infographiques / Bachelière en Techniques Graphiques - Orientation Techniques Infographiques ;2200 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0207725104-20743;Enseignement pour Adultes;;Province de Liège;;207725104;Seraing;Bachelier en Techniques Graphiques - Orientation Techniques Infographiques / Bachelière en Techniques Graphiques - Orientation Techniques Infographiques ;2200 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0850031388-57725;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE EAFC NAMUR CEFOR;;850031388;Namur;Bachelier informatique orientation développement d'applications;2200 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0207316021-47060;Enseignement pour Adultes;;Ville de Wavre;;207316021;Wavre;Bachelier en Informatique de Gestion / Bachelière en Informatique de Gestion;2220 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0850000013-35464;Enseignement pour Adultes;;INSTITUT TECHNIQUE DE L ETAT;;850000013;Morlanwelz;Bachelier en Assistant de Direction / Bachelière en Assistante de Direction;2240 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0207725104-56926;Enseignement pour Adultes;;Province de Liège;;207725104;Seraing;Bachelier en Informatique, orientation Développement d'Applications / Bachelière en Informatique, orientation Développement d'Applications;2250 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0408136705-20653;Enseignement pour Adultes;COIRAM;Comité Organisateur de l'Institut Reine Astrid de Mons;;408136705;Mons;Bachelier en Automatisation / Bachelière en Automatisation;2280 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0467616610-56794;Autre;D.E.F.I.T.S.;Développement, Encadrement, Formation et Intégration par le Travail et la Socialisation;;467616610;Tellin;DIGISTART;23 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0207343933-21064;Enseignement pour Adultes;;Ville de Liège;;207343933;Liège;BACHELIER EN INFORMATIQUE ET SYSTEMES - ORIENTATION : RESEAUX ET TELECOMMUNICATIONS;2300 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0021-0001-0001;Cheque-formation;;Centre IFAPME Namur/Brabant wallon;;409139169;Namur;Access;24 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir une bonne maîtrise de Windows.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants de PME, industriels, cadres et employés en PME, titulaires de professions libérales et prestataires de services</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-0687;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;ACCESS - VBA;24 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Maîtriser les fonctions de base et macros dans Access</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants d’entreprises, industriels, cadres et employés de PME, titulaires de professions libérales, prestataires de services</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants,les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0236363165-45352;FOREM Office wallon de la formation professionnelle et de l'emploi;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Liège;BOOSTER LES COMPETENCES NUMERIQUES DE NIVEAU A – ELEMENTAIRE;24 Heures;OUI;NON;NON;NON;NON;Chercheur d'emploi;
0236363165-45044;FOREM Office wallon de la formation professionnelle et de l'emploi;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Malmedy;BOOSTER LES COMPETENCES NUMERIQUES DE NIVEAU A – ELEMENTAIRE;24 Heures;OUI;NON;NON;NON;NON;Chercheur d'emploi;
0236363165-50607;FOREM Office wallon de la formation professionnelle et de l'emploi;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Nivelles;BOOSTER LES COMPETENCES NUMERIQUES DE NIVEAU A – ELEMENTAIRE;24 Heures;OUI;NON;NON;NON;NON;Chercheur d'emploi;
0236363165-45044;FOREM Office wallon de la formation professionnelle et de l'emploi;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Verviers;BOOSTER LES COMPETENCES NUMERIQUES DE NIVEAU A – ELEMENTAIRE;24 Heures;OUI;NON;NON;NON;NON;Chercheur d'emploi;
0236363165-54819;FOREM Office wallon de la formation professionnelle et de l'emploi;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Verviers;BOOSTER LES COMPETENCES NUMERIQUES DE NIVEAU A – ELEMENTAIRE;24 Heures;OUI;NON;NON;NON;NON;Chercheur d'emploi;
0207286822-57264;Administration Communale;;Commune de Dour;;207286822;;DIGISTART;24 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0207286822-57469;Administration Communale;;Commune de Dour;;207286822;;DIGISTART;24 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0207286822-57622;Administration Communale;;Commune de Dour;;207286822;;DIGISTART;24 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0207286822-57468;Administration Communale;;Commune de Dour;;207286822;;DIGISTART ;24 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0057-0001-2953;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;Gestion du logiciel Fusion 360 - Initiation;24 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir une maîtriser les notions élémentaires du dessin technique en bâtiment</li>
<li>Avoir une maîtriser les notions élémentaires en informatique</li>
<li>Avoir suivi la formation ""Les enjeux du BIM"" ou avoir des connaissances assimilées</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux architectes, designers, dessinateurs, projeteurs, ingénieurs, travailleurs/responsables de bureaux d’étude/bureaux d’architecture, dessinateurs et gestionnaires immobiliers</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-1284;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;INDESIGN - BASE - FAD;24 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir une connaissance de base de l'ordinateur.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants d’entreprises, industriels, cadres, employés en entreprises, titulaires de professions libérales, indépendants et prestataires de services, publicistes-créateurs de supports de communication, photographes, infographistes, imprimeurs, graphistes, éditeurs et web designers</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0406669035-40096;Enseignement pour Adultes;I.T.C.A.T.B.;Institut Technique et Commerciale des Aumoniers du Travail Boussu;;406669035;Boussu;Informatique : Utilisation d'Internet;24 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
1380-0001-0012;Cheque-formation;ATOUT-RESEAUX;AT ALL NETWORKS;;737990252;Namur;Initiation à la programmation;24 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

- Aux travailleurs du secteur privé, les indépendants, les enseignants, les entrepreneurs et les employés du secteur associatif et tout autres collaborateurs potentiel

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1380-0001-0011;Cheque-formation;ATOUT-RESEAUX;AT ALL NETWORKS;;737990252;Namur;Initiation programmation Python;24 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

- Aux travailleurs du secteur privé, les indépendants, les enseignants, les entrepreneurs et les employés du secteur associatif et tout autres collaborateurs potentiel

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0055-0001-0808;Cheque-formation;Centre P.M.E. Formation;Centre IFAPME de Charleroi;;409147186;Charleroi;Instagram & Pinterest pour promouvoir mon activité - FAD;24 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Connaissances d'un système d'exploitation (Windows, Linux, etc.)</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants de PME, industriels, cadres et employés de PME, titulaires de professions labérales et prestataires de services.</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
